16904,18,2,,"PR",3992,"BB",,16.83,"KANCELARIJA",704091,45451,"28",,
16905,1,2,"0.9","PR",3001,"1",,22.00,"JEDNE SOBE,JEDNOG KUPATILA,PREDSOBQA I OSTAVE",704091,45451,"24",,
16906,2,2,"2.0","PR",3001,"2",,45.00,,704091,45451,"24",,
16907,3,2,"1.0","01",3001,"3",,33.00,,704091,45451,"24",,
16908,4,2,"2.0","01",3001,"4",,45.00,"JEDNE KUHIWE,PREDSOBQA,KUPATILA,OSTAVE I TERASE",704091,45451,"24",,
16909,5,2,"2.0","01",3001,"5",,45.00,"JEDNE KUHIWE,KUPATILA,PREDSO.,OSTAVE,TERASE ,PODRU",704091,45451,"24",,
16910,6,2,"1.0","01",3001,"6",,33.00,"JEDNE SOBE,KUHIWE,KUPATILA,OSTAVE I LO\E",704091,45451,"24",,
16911,7,2,"1.0","02",3001,"7",,33.00,"JEDNE SOBE,KUHIWE,KUPATILA,OSTAVE I PREDSOBQA",704091,45451,"24",,
16912,8,2,"2.0","02",3001,"8",,45.00,"DVE SOBE,KUHIWE,KUPATILA,OSTAVE,PREDOSBQA,PODRUMA",704091,45451,"24",,
16913,9,2,"2.0","02",3001,"9",,45.00,"DVE SOBE,JEDNE KUHIWE,KUPATILA,OSTAVE,PREDSOBQA",704091,45451,"24",,
16914,10,2,"1.0","02",3001,"10",,33.00,"JEDNE SOBE,KUHIWE,KUPATILA,OSTAVE I LO\E",704091,45451,"24",,
16916,11,2,"1.0","02",3001,"11",,33.00,"KUHIWE,KUPATILA,OSTAVE,PREDSOBQA,LO\E I PODRUMA",704091,45451,"24",,
16917,12,2,"2.0","02",3001,"12",,45.00,"DVE SOBE,KUHIWE,KUPATILA,OSTAVE,PRED. BALKONA",704091,45451,"24",,
16920,1,2,,"PR",3342,"1",,180.00,"PRODAVNICA BR. 71",704091,45451,"32",,
16921,2,7,,"PR",3992,"2",,,"ULI^NI DEO",704091,45451,"32",,
16922,3,7,,"PR",3992,"3",,,"ULI^NI DEO",704091,45451,"32",,
16925,4,7,"1.0","01",3001,"1",,,,704091,45451,"32",,
16926,5,2,"3.0","01",3001,"2",,82.00,"TRI SOBE, JEDNE KUHIWE,TRPEZARIJE I JEDNE LO\E",704091,45451,"32",,
16927,1,7,,"PR",3001,"BB",,,,704091,45652,"36",,
16929,2,7,,"01",3001,"BB",,,,704091,45652,"36",,
16936,1,7,,"PR",3001,"BB",,,,704091,45770,"16",,
16937,2,2,,"PR",3352,"BB",,69.00,"LOKAL - KAFANA",704091,45770,"16",,
16940,1,7,"1.0","PR",3001,"BB",,,,704091,45669,"14",,
16941,2,7,"1.0","01",3001,"BB",,,,704091,45669,"14",,
16943,1,7,,"PR",3001,"BB",,,,704091,45474,"8",,
16944,2,7,"2.0","PR",3001,"BB",,,"NA ISTO^NOJ STRANI ",704091,45474,"8",,
16945,3,7,"2.0","01",3001,"BB",,,"NA ISTO^NOJ STRANI ",704091,45474,"8",,
16949,1,2,,"PR",3992,"BB",,72.00,,704091,45563,"28",,
16950,2,7,,"01",3001,"BB",,,,704091,45563,"28",,
16955,1,7,"0.4","01",3001,"BB",,,"SA CELIM TAVANOM",704091,45563,"49",,
