723070,1,1,1,,7/6/2007 0:00:00,
723070,2,1,2,,7/6/2007 0:00:00,
723070,3,1,3,,7/6/2007 0:00:00,
723070,4,2,1,,7/6/2007 0:00:00,7/20/2011 14:09:31
723070,5,1,2,,7/6/2007 0:00:00,
723070,6,2,1,,7/6/2007 0:00:00,7/20/2011 14:09:31
723070,7,1,2,,7/6/2007 0:00:00,
723070,8,1,2,,7/6/2007 0:00:00,
723070,9,2,1,,7/6/2007 0:00:00,5/17/2013 11:02:27
723070,10,1,2,,7/6/2007 0:00:00,
723070,11,2,1,,7/6/2007 0:00:00,2/27/2014 8:46:41
723070,12,1,2,,7/6/2007 0:00:00,
723070,13,2,1,,7/6/2007 0:00:00,5/24/2012 12:30:54
723070,14,2,2,,7/6/2007 0:00:00,6/13/2012 7:55:54
723070,15,2,3,,7/6/2007 0:00:00,6/13/2012 7:55:54
723070,16,2,2,,7/6/2007 0:00:00,6/13/2012 7:55:54
723070,17,1,2,,7/6/2007 0:00:00,
723070,18,2,1,,7/6/2007 0:00:00,5/24/2012 12:30:54
723070,19,1,2,,7/6/2007 0:00:00,
723070,20,2,1,,7/6/2007 0:00:00,5/17/2013 11:02:27
723070,21,1,2,,7/6/2007 0:00:00,
723070,22,2,1,,7/6/2007 0:00:00,4/28/2010 7:00:49
723070,23,1,2,,7/6/2007 0:00:00,
723070,24,2,1,,7/6/2007 0:00:00,5/17/2013 11:02:27
723070,25,1,2,,7/6/2007 0:00:00,
723070,26,1,1,,7/6/2007 0:00:00,
723070,27,1,2,,7/6/2007 0:00:00,
723070,28,1,1,,7/6/2007 0:00:00,
723070,29,1,2,,7/6/2007 0:00:00,
723070,30,1,2,,7/6/2007 0:00:00,
723070,31,1,2,,7/6/2007 0:00:00,
723070,32,2,1,,7/6/2007 0:00:00,5/17/2011 7:12:08
723070,33,1,2,,7/6/2007 0:00:00,
723070,34,2,1,,7/6/2007 0:00:00,5/17/2011 7:12:08
723070,35,1,2,,7/6/2007 0:00:00,
723070,36,2,1,,7/6/2007 0:00:00,6/14/2011 8:05:42
723070,37,1,2,,7/6/2007 0:00:00,
723070,38,2,1,,7/6/2007 0:00:00,6/14/2011 8:05:42
723070,39,1,2,,7/6/2007 0:00:00,
723070,40,1,1,,7/6/2007 0:00:00,
723070,41,1,2,,7/6/2007 0:00:00,
723070,42,1,3,,7/6/2007 0:00:00,
723070,43,1,2,,7/6/2007 0:00:00,
723070,44,1,1,,7/6/2007 0:00:00,
723070,45,1,2,,7/6/2007 0:00:00,
723070,46,1,3,,7/6/2007 0:00:00,
723070,47,1,2,,7/6/2007 0:00:00,
723070,48,1,1,,7/6/2007 0:00:00,
723070,49,1,2,,7/6/2007 0:00:00,
723070,50,1,3,,7/6/2007 0:00:00,
723070,51,1,1,,7/6/2007 0:00:00,
723070,52,1,2,,7/6/2007 0:00:00,
723070,53,1,1,,7/6/2007 0:00:00,
723070,54,1,2,,7/6/2007 0:00:00,
723070,55,1,1,,7/6/2007 0:00:00,
723070,56,1,2,,7/6/2007 0:00:00,
723070,57,1,1,,7/6/2007 0:00:00,
723070,58,1,2,,7/6/2007 0:00:00,
723070,59,2,1,,7/6/2007 0:00:00,2/18/2009 7:43:20
723070,60,1,2,,7/6/2007 0:00:00,
723070,61,1,3,,7/6/2007 0:00:00,
723070,62,2,2,,7/6/2007 0:00:00,2/18/2009 7:43:20
723070,63,2,3,,7/6/2007 0:00:00,2/18/2009 7:43:20
723070,64,1,2,,7/6/2007 0:00:00,
723070,65,1,3,,7/6/2007 0:00:00,
723070,66,1,2,,7/6/2007 0:00:00,
723070,67,1,3,,7/6/2007 0:00:00,
723070,68,2,2,,7/6/2007 0:00:00,2/18/2009 7:43:20
723070,69,1,1,,7/6/2007 0:00:00,
723070,70,1,2,,7/6/2007 0:00:00,
723070,71,1,1,,7/6/2007 0:00:00,
723070,72,1,2,,7/6/2007 0:00:00,
723070,73,1,1,,7/6/2007 0:00:00,
723070,74,1,2,,7/6/2007 0:00:00,
723070,75,2,1,,7/6/2007 0:00:00,5/24/2012 12:30:54
723070,76,1,2,,7/6/2007 0:00:00,
723070,77,1,2,,7/6/2007 0:00:00,
723070,80,2,1,,7/6/2007 0:00:00,1/13/2011 11:21:59
723070,81,2,2,,7/6/2007 0:00:00,1/13/2011 11:21:59
723070,82,2,1,,7/6/2007 0:00:00,5/24/2012 12:30:54
723070,83,1,2,,7/6/2007 0:00:00,
723070,84,1,2,,7/6/2007 0:00:00,
723070,85,1,3,,7/6/2007 0:00:00,
723070,86,2,1,,7/6/2007 0:00:00,4/8/2011 12:59:29
723070,87,1,2,,7/6/2007 0:00:00,
723070,88,1,3,,7/6/2007 0:00:00,
723070,89,1,2,,7/6/2007 0:00:00,
723070,90,1,2,,7/6/2007 0:00:00,
723070,91,2,1,,7/6/2007 0:00:00,5/17/2013 11:02:27
723070,92,1,2,,7/6/2007 0:00:00,
723070,93,1,3,,7/6/2007 0:00:00,
723070,94,1,2,,7/6/2007 0:00:00,
723070,95,1,3,,7/6/2007 0:00:00,
723070,98,1,2,,7/6/2007 0:00:00,
723070,99,1,2,,7/6/2007 0:00:00,
723070,100,2,1,,7/6/2007 0:00:00,5/17/2013 11:02:27
723070,101,1,2,,7/6/2007 0:00:00,
723070,102,2,1,,7/6/2007 0:00:00,4/7/2010 14:54:00
723070,103,1,2,,7/6/2007 0:00:00,
723070,104,1,3,,7/6/2007 0:00:00,
723070,105,1,2,,7/6/2007 0:00:00,
723070,106,1,3,,7/6/2007 0:00:00,
723070,107,1,2,,7/6/2007 0:00:00,
723070,108,1,3,,7/6/2007 0:00:00,
723070,109,1,2,,7/6/2007 0:00:00,
723070,110,1,3,,7/6/2007 0:00:00,
723070,111,1,2,,7/6/2007 0:00:00,
723070,112,1,2,,7/6/2007 0:00:00,
723070,113,1,1,,7/6/2007 0:00:00,
723070,114,1,2,,7/6/2007 0:00:00,
723070,115,2,1,,7/6/2007 0:00:00,5/17/2013 11:02:27
723070,116,1,2,,7/6/2007 0:00:00,
723070,117,1,1,,7/6/2007 0:00:00,
723070,118,1,2,,7/6/2007 0:00:00,
723070,119,2,1,,7/6/2007 0:00:00,4/11/2014 7:41:05
723070,120,2,2,,7/6/2007 0:00:00,2/27/2009 12:52:04
723070,121,2,3,,7/6/2007 0:00:00,2/27/2009 12:52:04
723070,122,1,2,,7/6/2007 0:00:00,
723070,123,2,3,,7/6/2007 0:00:00,7/14/2009 12:57:57
723070,124,1,2,,7/6/2007 0:00:00,
723070,125,1,3,,7/6/2007 0:00:00,
723070,126,1,2,,7/6/2007 0:00:00,
723070,127,1,3,,7/6/2007 0:00:00,
723070,128,1,2,,7/6/2007 0:00:00,
723070,129,1,3,,7/6/2007 0:00:00,
